SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
3322465856.0,0.0,0.0,0.0,0.0,0.0,0.0
3322474189.0,-0.4353724122047424,0.014734661206603,10.173337936401367,-0.9209854006767272,-0.4398476183414459,1.198349118232727
3322482522.0,-0.405888557434082,-0.0971429273486137,10.07533073425293,-1.1080589294433594,-0.4243638217449188,1.1141679286956787
3322490855.0,-0.4362236559391022,0.0620151311159133,9.960241317749023,-0.9559615850448608,-0.0424555912613868,1.073799967765808
3322499188.0,-0.4590766131877899,0.2453067451715469,10.049393653869627,-0.7518930435180664,-0.0321074463427066,1.0098412036895752
3322507521.0,-0.4719870984554291,0.2069747000932693,10.028178215026855,-0.9567171931266784,-0.086499273777008,1.1482222080230713
3322515854.0,-0.4494652450084686,0.0716511234641075,10.116077423095703,-1.2170730829238892,-0.2090761810541153,1.1625276803970337
3322524187.0,-0.4772509038448334,0.0678629353642463,10.130575180053713,-1.4674524068832395,-0.3477772772312164,1.0454962253570557
3322532520.0,-0.4728086292743683,0.1776509135961532,10.052042007446287,-1.4118309020996094,-0.2675406634807586,1.1759623289108276
3322540853.0,-0.4290994703769684,0.1479342877864837,9.974726676940918,-1.2794311046600342,-0.271485298871994,1.0842121839523315
3322549186.0,-0.3614827692508697,-0.0065304106101393,10.002158164978027,-1.2902402877807615,-0.3794493079185486,0.9811149835586548
3322557519.0,-0.3233654201030731,-0.0194124653935432,10.106098175048828,-1.3220916986465454,-0.4662943482398987,0.994114100933075
3322565852.0,-0.3922547399997711,0.1228357702493667,10.188960075378418,-1.3512275218963623,-0.1126514077186584,0.9320123195648192
3322574185.0,-0.4288196265697479,0.1160692051053047,10.131731986999512,-1.3812860250473022,-0.0311084873974323,0.927337646484375
3322582518.0,-0.413352221250534,-0.0342925414443016,10.06991958618164,-1.5469589233398438,0.0500245988368988,0.9220612645149232
3322590851.0,-0.4690465033054352,-0.1139813512563705,10.06040382385254,-1.5577168464660645,-0.2619695961475372,0.9675009250640868
3322599184.0,-0.4918151795864105,0.0660565048456192,10.0454740524292,-1.3317224979400637,-0.2547719776630401,0.8259309530258179
3322607517.0,-0.5073872804641724,0.1495515406131744,10.085444450378418,-1.219711422920227,-0.2702685892581939,0.8801819682121277
3322615850.0,-0.4253630936145782,-0.0267392937093973,10.15340805053711,-1.452263116836548,-0.4396043419837951,0.9507492184638976
3322624183.0,-0.3826767802238464,-0.2131690382957458,10.183879852294922,-1.7072783708572388,-0.4931380748748779,1.036454439163208
3322632516.0,-0.4491766691207886,-0.1532563418149948,10.11607551574707,-1.5759540796279907,-0.3082545101642608,1.0490564107894895
3322640849.0,-0.5147400498390198,-0.0060012354515492,10.073134422302246,-1.3083878755569458,-0.0149971349164843,1.0186012983322144
3322649182.0,-0.5223435163497925,-0.0258289165794849,10.10912036895752,-1.2073653936386108,-0.2228054404258728,0.953771710395813
3322657515.0,-0.5119677782058716,-0.1949543207883834,10.212672233581545,-1.4485361576080322,-0.3060644865036011,1.058521032333374
3322665848.0,-0.5664442181587219,-0.2489603608846664,10.250499725341797,-1.7018097639083862,-0.2771972417831421,1.081599473953247
3322674181.0,-0.6055029034614563,-0.2079086452722549,10.156546592712402,-1.6383503675460815,-0.160306692123413,1.0638359785079956
3322682514.0,-0.6016166806221008,-0.2598172426223755,10.086931228637695,-1.3902254104614258,-0.3199089765548706,1.0900392532348633
3322690847.0,-0.4973317086696625,-0.3473298549652099,10.1156005859375,-1.2716954946517944,-0.461107462644577,1.099222183227539
3322699180.0,-0.4449456930160522,-0.3459560871124267,10.204225540161133,-1.2043684720993042,-0.6755369901657104,1.239959478378296
3322707513.0,-0.5133213400840759,-0.2822480499744415,10.30820655822754,-1.2062126398086548,-0.4607360064983368,1.185221791267395
