,Time_Sample [sec],Lat_GNSS [deg],Long_GNSS [deg],Height_GNSS [m],Acc_X [g],Acc_Y [g],Acc_Z [g],Gyro_X [dps],Gyro_Y [dps],Gyro_Z [dps],Magn_X [nT],Magn_Y [nT],Magn_Z [nT]
0,0.0,32.7643153,35.0164501,482.18,-0.049,-0.00825,0.99625,-0.6,-0.16,0.06,31700.0,-3240.0,-33910.0
1,0.01,32.7643153,35.0164501,482.18,-0.0535,0.016,1.00675,0.98,0.32,-0.04,31620.0,-3160.0,-33890.0
2,0.02,32.7643153,35.0164501,482.18,-0.0505,0.00575,1.003,0.74,0.72,-0.02,31630.0,-3170.0,-33890.0
3,0.03,32.7643153,35.0164501,482.18,-0.05725,-0.01025,0.99125,-0.76,0.68,0.04,31670.0,-3170.0,-33910.0
4,0.04,32.7643153,35.0164501,482.18,-0.06425,0.002,0.9925,-0.46,0.04,0.0,31650.0,-3150.0,-33920.0
5,0.05,32.7643153,35.0164501,482.18,-0.053,0.0105,1.00125,0.92,-0.52,-0.06,31650.0,-3170.0,-33920.0
6,0.06,32.7643153,35.0164501,482.18,-0.04,-0.00275,1.00125,0.18,-0.62,-0.06,31660.0,-3150.0,-33900.0
7,0.07,32.7643153,35.0164501,482.18,-0.045,-0.002,0.99375,-0.88,-0.28,0.04,31640.0,-3140.0,-33900.0
8,0.08,32.7643153,35.0164501,482.18,-0.055,0.01175,0.99375,0.08,0.28,0.06,31700.0,-3220.0,-33950.0
9,0.09,32.7643153,35.0164501,482.18,-0.056,0.00025,0.99575,0.56,0.54,-0.04,31730.0,-3240.0,-33940.0
10,0.1,32.7643153,35.0164501,482.18,-0.0575,-0.015,0.998,-0.44,0.72,0.0,31680.0,-3200.0,-33910.0
11,0.11,32.7643153,35.0164501,482.18,-0.06425,0.00675,1.00125,-0.32,0.02,0.04,31610.0,-3130.0,-33900.0
12,0.12,32.7643153,35.0164501,482.18,-0.0595,0.023,0.99825,0.7,-0.32,-0.02,31640.0,-3130.0,-33890.0
13,0.13,32.7643153,35.0164501,482.18,-0.0455,-0.0005,0.9915,0.04,-0.54,-0.02,31670.0,-3170.0,-33910.0
14,0.14,32.7643153,35.0164501,482.18,-0.04625,-0.01675,0.98975,-1.06,-0.42,0.1,31700.0,-3210.0,-33890.0
15,0.15,32.7643153,35.0164501,482.18,-0.055,0.0065,1.00075,-0.1,-0.1,0.06,31680.0,-3180.0,-33890.0
16,0.16,32.7643153,35.0164501,482.18,-0.054,0.01825,1.00675,1.12,0.38,-0.06,31650.0,-3160.0,-33880.0
17,0.17,32.7643153,35.0164501,482.18,-0.053,-0.004,0.99875,-0.22,0.66,0.0,31630.0,-3090.0,-33890.0
18,0.18,32.7643153,35.0164501,482.18,-0.064,-0.00875,0.99175,-1.08,0.42,0.12,31660.0,-3100.0,-33920.0
19,0.19,32.7643153,35.0164501,482.18,-0.0645,0.00925,0.9975,0.22,-0.14,-0.02,31680.0,-3100.0,-33910.0
20,0.2,32.7643153,35.0164501,482.18,-0.049,0.004,1.00125,0.72,-0.68,-0.12,31630.0,-3070.0,-33900.0
21,0.21,32.7643153,35.0164501,482.18,-0.04125,-0.00925,0.997,-0.66,-0.62,0.02,31640.0,-3070.0,-33880.0
22,0.22,32.7643153,35.0164501,482.18,-0.05025,0.001,0.9945,-0.8,-0.22,0.1,31670.0,-3140.0,-33880.0
23,0.23,32.7643153,35.0164501,482.18,-0.05525,0.00775,0.99825,0.6,0.22,0.04,31670.0,-3110.0,-33890.0
24,0.24,32.7643153,35.0164501,482.18,-0.051,-0.01125,1.001,0.36,0.56,-0.02,31710.0,-3140.0,-33920.0
25,0.25,32.7643153,35.0164501,482.18,-0.05675,-0.01475,0.9995,-0.6,0.4,0.06,31690.0,-3100.0,-33900.0
26,0.26,32.7643153,35.0164501,482.18,-0.06175,0.01325,0.99925,0.1,-0.06,0.06,31670.0,-3050.0,-33890.0
27,0.27,32.7643153,35.0164501,482.18,-0.05175,0.01425,0.995,0.78,-0.46,0.04,31660.0,-3060.0,-33890.0
28,0.28,32.7643153,35.0164501,482.18,-0.0425,-0.0155,0.99125,-0.42,-0.42,-0.04,31720.0,-3100.0,-33950.0
29,0.29,32.7643152,35.0164501,482.17,-0.04925,-0.01275,0.996,-0.92,-0.3,0.04,31690.0,-3050.0,-33980.0
30,0.3,32.7643152,35.0164501,482.17,-0.05475,0.01425,1.0055,0.7,0.06,0.0,31700.0,-3060.0,-33990.0
