,SampleTimeFine [micro_sec],Acc_X [m_sec_2],Acc_Y [m_sec_2],Acc_Z [m_sec_2],Gyr_X [dps],Gyr_Y [dps],Gyr_Z [dps]
0,643516708.0,0.0,0.0,0.0,0.0,0.0,0.0
1,643525041.0,0.1701690703630447,-0.2227169424295425,9.910696029663086,2.7425544261932373,0.7031748294830322,-0.0984098836779594
2,643533374.0,0.1692304015159607,-0.2223712354898452,9.930950164794922,2.81299376487732,0.5607084035873413,0.0296484772115945
3,643541707.0,0.1588810831308365,-0.2243930250406265,9.912789344787598,2.842552423477173,0.7113713026046753,-0.1000748202204704
4,643550040.0,0.1764833480119705,-0.2271679639816284,9.889095306396484,2.712995767593384,0.7540959119796753,-0.0329655185341835
5,643558373.0,0.1736148297786712,-0.2232767641544342,9.876376152038574,2.6933753490448,0.6671099662780762,-0.0803774744272232
6,643566706.0,0.1799492239952087,-0.2212011069059372,9.881998062133787,2.660563468933105,0.6984361410140991,0.0097206020727753
7,643575039.0,0.1844061017036438,-0.197284385561943,9.88017749786377,2.6851789951324463,0.7949250340461731,-0.0937481075525283
8,643583372.0,0.1704626232385635,-0.2189661115407943,9.898706436157228,2.7277750968933105,0.7425181865692139,-0.0706696808338165
9,643591705.0,0.1785437017679214,-0.2314431369304657,9.909894943237305,2.6933753490448,0.7081952095031738,-0.0361673012375831
10,643600038.0,0.1903693974018097,-0.2387816309928894,9.875298500061035,2.7277753353118896,0.7933624982833862,-0.0626011863350868
11,643608371.0,0.1727108359336853,-0.2273599952459335,9.89914608001709,2.6802351474761963,0.7557864785194397,-0.0199278779327869
12,643616704.0,0.1697695702314376,-0.2344187498092651,9.91762924194336,2.765504837036133,0.8114717602729797,-0.0364234447479248
13,643625037.0,0.1832595318555832,-0.2212601751089096,9.914055824279783,2.7113821506500244,0.7443881034851074,-0.0018186108209192
14,643633370.0,0.1712147295475006,-0.2394637614488601,9.899654388427734,2.7522881031036377,0.8019177317619324,0.0373583659529686
15,643641703.0,0.1682916432619094,-0.2519576251506805,9.898061752319336,2.7392501831054688,0.6754088997840881,-0.0293795261532068
16,643650036.0,0.1563180536031723,-0.2297151982784271,9.896159172058104,2.716377019882202,0.6964895129203796,-0.0884715691208839
17,643658369.0,0.1700550615787506,-0.2166801393032074,9.892568588256836,2.776928901672364,0.5592484474182129,0.0154069606214761
18,643666702.0,0.1563380509614944,-0.2123216539621353,9.929255485534668,2.713098287582397,0.5440335869789124,-0.0911354422569274
19,643675035.0,0.1720055490732193,-0.226897656917572,9.914922714233398,2.7491884231567383,0.7096295952796936,-0.0787381529808044
20,643683368.0,0.1746630668640136,-0.2191506624221801,9.925987243652344,2.7573342323303223,0.6393441557884216,-0.0423147156834602
21,643691701.0,0.1884157359600067,-0.2226327955722808,9.907892227172852,2.686818122863769,0.6409834623336792,-0.0358599312603473
22,643700034.0,0.1747473180294037,-0.2191246151924133,9.876832962036133,2.719655513763428,0.6915971040725708,-0.0803518518805503
23,643708367.0,0.1791440397500991,-0.2110931128263473,9.917196273803713,2.696628332138061,0.6477199792861938,-0.0030993225518614
24,643716700.0,0.1965372413396835,-0.2384166866540908,9.912216186523438,2.727839231491089,0.6719638705253601,-0.0687486082315445
25,643725033.0,0.1845610737800598,-0.2397859394550323,9.927000045776367,2.7179908752441406,0.6230278611183167,-0.0275353044271469
26,643733366.0,0.1690892875194549,-0.2070330083370208,9.890092849731444,2.71642804145813,0.6897785067558289,-0.1000235825777053
27,643741699.0,0.1936941444873809,-0.2413127124309539,9.90906810760498,2.686843156814575,0.657325267791748,-0.0474375635385513
28,643750032.0,0.1817429065704345,-0.2353592962026596,9.925603866577148,2.6688623428344727,0.5719786882400513,-0.066597007215023
29,643758365.0,0.1644076555967331,-0.2318406850099563,9.909164428710938,2.7736756801605225,0.8100373148918152,-0.0122179891914129
30,643766698.0,0.1889158189296722,-0.2241903394460678,9.905651092529297,2.7394039630889893,0.7357560992240906,-0.090469479560852
