SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
3354617884.0,0.0,0.0,0.0,0.0,0.0,0.0
3354626217.0,0.0223838221281766,0.200093075633049,9.79055404663086,1.6673842668533323,1.2097091674804688,0.5021671056747437
3354634550.0,0.0325851552188396,0.1932381838560104,9.813101768493652,1.5332937240600586,1.1808929443359375,0.4613123834133148
3354642883.0,0.0224848873913288,0.2148841619491577,9.81729793548584,1.5441797971725464,1.2556352615356443,0.5832360982894897
3354651216.0,0.0129444571211934,0.1982586085796356,9.77428150177002,1.5183607339859009,1.2284843921661377,0.5125664472579956
3354659549.0,0.0216903910040855,0.2040647268295288,9.827341079711914,1.6162325143814087,1.1988229751586914,0.5267055034637451
3354667882.0,0.0379861555993557,0.2027280032634735,9.855345726013184,1.5138012170791626,1.1335067749023438,0.5298816561698914
3354676215.0,0.0325258150696754,0.207047164440155,9.811692237854004,1.5709210634231567,1.2517675161361694,0.4519631862640381
3354684548.0,0.0269717909395694,0.2034394443035125,9.798544883728027,1.6159764528274536,1.1774606704711914,0.5502193570137024
3354692881.0,0.0208935849368572,0.1794372797012329,9.783933639526367,1.5061168670654297,1.218725323677063,0.5295999050140381
3354701214.0,0.0236033555120229,0.2072809189558029,9.83656120300293,1.5594712495803833,1.2294574975967407,0.4922031164169311
3354709547.0,0.0247952956706285,0.1879838109016418,9.795873641967772,1.4070155620574951,1.2667008638381958,0.5666381120681763
3354717880.0,0.0414536707103252,0.1899779289960861,9.77310562133789,1.5475608110427856,1.156918168067932,0.5600553154945374
3354726213.0,0.0305398870259523,0.2005472034215927,9.800663948059082,1.559855580329895,1.228100061416626,0.5639230012893677
3354734546.0,0.0380738526582717,0.1838717311620712,9.797947883605955,1.5782722234725952,1.1901910305023191,0.6206072568893433
3354742879.0,0.0152567625045776,0.1990440934896469,9.798315048217772,1.528836727142334,1.2228233814239502,0.5162805318832397
3354751212.0,0.0250031314790248,0.1892468631267547,9.811285972595217,1.5389801263809204,1.2350159883499146,0.3929480314254761
3354759545.0,0.0269928220659494,0.1898060590028762,9.810169219970703,1.6462523937225342,1.1588135957717896,0.5217620134353638
3354767878.0,0.0156356394290924,0.1815476864576339,9.750930786132812,1.556961178779602,1.184760808944702,0.4999642372131347
3354776211.0,0.0285200551152229,0.1865118145942688,9.797832489013672,1.5773757696151731,1.1988486051559448,0.6375126838684082
3354784544.0,0.0320590995252132,0.1940039992332458,9.792572975158691,1.4045820236206057,1.2314810752868652,0.4024251997470855
3354792877.0,0.0429099202156066,0.1825627833604812,9.792370796203612,1.4955897331237793,1.225538730621338,0.4798315167427063
3354801210.0,0.0194110218435525,0.1993172764778137,9.79674243927002,1.5507625341415403,1.1970044374465942,0.5613104104995728
3354809543.0,0.0224746447056531,0.1983103156089782,9.811363220214844,1.5462543964385986,1.1952370405197144,0.4950462877750397
