,SampleTimeFine [micro_sec],Acc_X [m_sec_2],Acc_Y [m_sec_2],Acc_Z [m_sec_2],Gyr_X [dps],Gyr_Y [dps],Gyr_Z [dps]
0,2851614982.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2851623315.0,0.0286792889237403,0.2018535733222961,9.791454315185549,1.6294366121292114,1.1429967880249023,0.5343769192695618
2,2851631648.0,0.0631609931588172,0.1933775395154953,9.758600234985352,1.48579204082489,1.143380880355835,0.5508981943130493
3,2851639981.0,0.0697521045804023,0.2121214121580124,9.819249153137209,1.490325689315796,1.1688159704208374,0.5888071656227112
4,2851648314.0,0.0544406399130821,0.1913194060325622,9.813018798828123,1.546011209487915,1.1201488971710205,0.5077125430107117
5,2851656647.0,0.0519013404846191,0.2048017382621765,9.789092063903809,1.5268772840499878,1.2137434482574463,0.5116571187973022
6,2851664980.0,0.0507639721035957,0.1971781551837921,9.82382106781006,1.455183029174805,1.2561861276626587,0.4963398277759552
7,2851673313.0,0.0574596934020519,0.1884143054485321,9.786710739135742,1.4560797214508057,1.145635008811951,0.5016419887542725
8,2851681646.0,0.0546358786523342,0.2044784277677536,9.780885696411133,1.568244218826294,1.1511420011520386,0.4706743657588959
9,2851689979.0,0.0782747641205787,0.209569364786148,9.782842636108398,1.5540283918380735,1.1780625581741333,0.5807386636734009
10,2851698312.0,0.0566523782908916,0.1894620656967163,9.805984497070312,1.582101583480835,1.3125118017196655,0.6146007180213928
11,2851706645.0,0.058037094771862,0.1998231410980224,9.786346435546877,1.5187065601348877,1.200577735900879,0.5604267120361328
12,2851714978.0,0.0623758099973201,0.2153336405754089,9.830751419067385,1.5667074918746948,1.3499343395233154,0.4748751521110534
13,2851723311.0,0.0702518299221992,0.21425262093544,9.838842391967772,1.4842809438705444,1.2733477354049685,0.5259498953819275
14,2851731644.0,0.0659733042120933,0.2028301060199737,9.775960922241213,1.4298251867294312,1.2150497436523438,0.5058428049087524
15,2851739977.0,0.0497738607227802,0.1910038143396377,9.803556442260742,1.6210352182388306,1.1894865036010742,0.5498479008674622
16,2851748310.0,0.0492387749254703,0.2075842022895813,9.79401397705078,1.580334186553955,1.3163795471191406,0.5089676380157471
17,2851756643.0,0.0539790987968444,0.2042329758405685,9.804227828979492,1.5838178396224976,1.2527024745941162,0.4685739874839782
18,2851764976.0,0.0591483414173126,0.2143722921609878,9.810599327087402,1.5519280433654783,1.210669755935669,0.5168312191963196
19,2851773309.0,0.0647166743874549,0.209359273314476,9.826637268066406,1.4391998052597046,1.2043685913085938,0.5167543888092041
20,2851781642.0,0.0562893860042095,0.212437704205513,9.79664421081543,1.590656876564026,1.1918432712554932,0.5078918933868408
21,2851789975.0,0.0685976892709732,0.1955591440200805,9.79241180419922,1.61329984664917,1.149912714958191,0.4861453771591186
22,2851798308.0,0.0460960306227207,0.1988235712051391,9.804672241210938,1.5076922178268433,1.2716057300567627,0.5354527235031128
23,2851806641.0,0.0509782470762729,0.1952553838491439,9.770474433898926,1.5570251941680908,1.2280871868133545,0.5471328496932983
24,2851814974.0,0.0637062788009643,0.1937883198261261,9.791741371154783,1.53676438331604,1.2420469522476196,0.4719294607639313
25,2851823307.0,0.0449083968997001,0.1907350867986679,9.799463272094728,1.6522334814071655,1.1725813150405884,0.4814580082893371
26,2851831640.0,0.0541388429701328,0.1984262019395828,9.815571784973145,1.60909903049469,1.2159205675125122,0.4438818693161011
27,2851839973.0,0.0621274374425411,0.20038403570652,9.77323055267334,1.404415726661682,1.251498818397522,0.5769734382629395
28,2851848306.0,0.0547869764268398,0.1990207731723785,9.81801986694336,1.5112526416778564,1.2815440893173218,0.5803545117378235
29,2851856639.0,0.0469451956450939,0.2041888236999511,9.789589881896973,1.5429630279541016,1.138642430305481,0.5915479063987732
30,2851864972.0,0.0616107322275638,0.2194012701511383,9.806517601013184,1.5384294986724854,1.3075939416885376,0.5427528619766235
